Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Precip_Accumulated,Temp_Mean,Sun_Hours,Soil_pH,Soil_Humidity,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Soil_Organic_Carbon,Planting_Month,Harvest_Month,Season_Kharif,Season_Rabi,Season_Summer,Season_Winter,State_Arunachal Pradesh,State_Assam,State_Bihar,State_Chhattisgarh,State_Delhi,State_Goa,State_Gujarat,State_Haryana,State_Himachal Pradesh,State_Jammu and Kashmir,State_Jharkhand,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Manipur,State_Meghalaya,State_Mizoram,State_Nagaland,State_Odisha,State_Puducherry,State_Punjab,State_Sikkim,State_Tamil Nadu,State_Telangana,State_Tripura,State_Uttar Pradesh,State_Uttarakhand,State_West Bengal
607358.0,398311,2051.4,57802260.86,188280.98,0.07808695650000001,52.08,22.37769230769231,0.0160332923076923,4.95,47.80594491265986,2.2666666666666666,23.72000563411682,152.2395297470485,0.5648390980796762,9,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174974.0,209623,2051.4,16652275.58,54241.94,0.10604347830000001,52.08,22.37769230769231,0.0160332923076923,4.95,50.434803291496856,2.2666666666666666,9.22029372736966,210.4917280662588,0.6796621417260833,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743321.0,1647296,2051.4,165911859.6,540429.51,0.0941304348,112.31,22.67,0.0161873584615384,4.95,44.899739178977775,2.2666666666666666,25.458075580505977,267.90619143914074,0.6154713290532747,11,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031530.0,2340493,1266.7,98170710.1,319774.3,0.22335,31.83,23.54230769230769,0.0195981784615384,6.555555555555555,45.70498454100064,0.9446072796934866,31.90468026555365,308.7422348282336,0.3661168310785219,6,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53889.0,109350,1266.7,5128616.13,16705.59,0.2073846154,73.69,23.64,0.0196621199999999,6.555555555555555,44.693594800020925,0.9446072796934866,24.22323979162353,230.25904287318315,0.6586979125433622,10,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268044.0,762759,1266.7,25509747.48,83093.64,0.2829444444,31.83,23.54230769230769,0.0195981784615384,6.555555555555555,49.88731099709022,0.9446072796934866,11.214368112289588,324.5605104917102,0.5489796271011396,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105170.0,150101,3818.2,10009028.9,32602.7,0.1378571429,69.09,18.57,0.0165264923076923,5.720000000000001,44.39514028245543,0.8400000000000001,18.24374081294599,295.4312629069949,0.754250622745605,6,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423121.0,751970,1852.9,40268425.57,131167.51,0.1837222222,55.35,25.83923076923077,0.0169231015384615,5.720000000000001,47.34585076730375,0.8400000000000001,13.957064412021294,317.82845593632794,0.3184936985918055,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1206829.0,3569520,1852.9,114853915.9,374116.99,0.2843888889,55.35,25.83923076923077,0.0169231015384615,5.720000000000001,47.46685514275261,0.8400000000000001,17.79791192594735,233.88334190635692,0.5861396398655062,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4270328.0,8915100,1852.9,406407115.8,1323801.68,0.19855555560000002,109.87,25.826538461538465,0.016644323076923,5.720000000000001,44.79842482260796,0.8400000000000001,22.67380667409738,205.83767173783224,0.2850958942026459,11,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4945.0,11518,1434.5875,488566.0,1434.05,0.246,39.84,28.32384615384615,0.0185591907692307,6.609240608075417,49.95439264307176,0.5666666666666667,14.777340470100423,213.840827681386,0.7209916916605508,6,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13961.0,30220,1434.5875,1379346.8,4048.69,0.2555,72.62,28.03,0.0192633507692307,6.609240608075417,46.42788707426787,0.5666666666666667,22.529127785668976,223.79172400669395,0.650858876670044,10,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5716.0,14863,1434.5875,564740.8,1657.64,0.255,39.84,28.32384615384615,0.0185591907692307,6.609240608075417,50.56076792447263,0.5666666666666667,13.56703045155799,210.37022146320572,0.2037731842137485,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594979.0,520605,2354.4,58783925.2,172543.91,0.10556521740000001,60.23,22.962307692307693,0.0163414246153846,4.95,48.529250636476455,2.2666666666666666,18.923583283616853,203.3966660191369,0.2237968313092687,9,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223913.0,446114,2354.4,22122604.4,64934.77,0.1685217391,60.23,22.962307692307693,0.0163414246153846,4.95,46.26013883665753,2.2666666666666666,37.11213160503769,245.50355846399145,0.6496120836305961,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
